id,q1,q2,q3_1,q3_2,q3_3,q4_1,q4_2,q4_3,q5_1,q5_2,q5_3,q6,q7,q8_1,q8_2,q8_3,q8_4,q9,q10,sex,age,area,job,inc,edu,wt
259.0,국가 비전 제시,대체로 관심이 있다,평화,회복,정의,국제외교 및 남북관계 긴장 완화,물가 및 서민 생활 안정,부동산 안정,한반도 평화와 통일 프로세스 구축,신성장동력 첨단기술 육성,경제 양극화 해소,김대중(15대),"우리 모두는 지금, 땀과 눈물과 고통을 요구 받고 있습니다.",매우 그렇다,매우 그렇다,보통,그렇다,중위,진보,남자,23.0,강원,학생,400만원~500만원 미만,대학교 (4년제) 재학,0.74
260.0,국가 비전 제시,대체로 관심이 있다,안전,정의,혁신,출산율 제고와 양육 문제,정치 제도 개혁,부정부패 척결,정치적 갈등 해소방안 마련,지역 균형 발전,고령화 저출산 문제 해결,노태우(13대),노무현 대통령을 찍었는데 노태우 대통령으로,전혀 그렇지 않다,그렇지 않다,전혀 그렇지 않다,그렇지 않다,중하위,중도,여자,58.0,충북,전문직(준전문직 포함),500만원~600만원 미만,고등학교 졸업,1.0
261.0,국민 통합,매우 관심이 있다,통합,정의,상생,사회갈등 해소를 위한 국민 통합,부정부패 척결,사회 불공정 타파,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,정치적 갈등 해소방안 마련,박정희(5~9대),"대통령으로서 나는 국민앞에 군림하여 지배하려는것이 아니요,충복으로서 봉사하려는 것입니다.",보통,보통,보통,보통,하위,중도,남자,63.0,서울,기타,100만원 미만,고등학교 졸업,1.35
262.0,국가 비전 제시,매우 관심이 있다,공정,혁신,통합,부정부패 척결,물가 및 서민 생활 안정,정치 제도 개혁,창의적 인재 육성을 위한 교육 개혁,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",박정희(5~9대),국가와 민족을 위하여 이 한몸을 바쳐 가난의 고리를 끊고 부강한 나라를 만들고자 한 대통령을 원한다.,전혀 그렇지 않다,그렇지 않다,전혀 그렇지 않다,그렇지 않다,중상위,보수,남자,78.0,부산,농업/임업/어업/수산업/축산업,400만원~500만원 미만,대학원 졸업,1.136
263.0,공약 실천 방안 마련,대체로 관심이 있다,공정,정의,회복,사회 불공정 타파,부동산 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,없다,없음/무응답/기억안남,그렇다,매우 그렇다,그렇다,보통,중위,진보,남자,21.0,경남,학생,300만원~400만원 미만,대학교 (4년제) 재학,1.364
264.0,국민 통합,별로 관심이 없다,인권,정의,공정,부정부패 척결,사회 불공정 타파,물가 및 서민 생활 안정,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,신규 일자리 창출,문재인(19대),기회는 평등할 것입니다.과정은 공정할 것입니다.결과는 정의로울 것입니다.,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,진보,여자,18.0,경기,학생,500만원~600만원 미만,대학교 (4년제) 재학,1.133
265.0,공약 실천 방안 마련,대체로 관심이 있다,안전,인권,통합,물가 및 서민 생활 안정,부동산 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,없다,없음/무응답/기억안남,보통,보통,보통,보통,중하위,중도,여자,20.0,광주,학생,300만원~400만원 미만,대학교 (4년제) 재학,1.0
266.0,국민 통합,매우 관심이 있다,정의,안전,평화,물가 및 서민 생활 안정,정치 제도 개혁,사회 불공정 타파,경제 양극화 해소,지역 균형 발전,한반도 평화와 통일 프로세스 구축,김대중(15대),"잘못은 지도층이 고통은 국민이, 땀과 눈물을 요구받는 사회",그렇다,그렇다,전혀 그렇지 않다,그렇지 않다,중위,진보,여자,19.0,경북,학생,500만원~600만원 미만,고등학교 졸업,2.0
267.0,국민 통합,매우 관심이 있다,정의,통합,공정,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,부정부패 척결,"차별, 혐오 등 사회 불평등 해소",신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,없다,,그렇다,그렇다,그렇지 않다,그렇지 않다,중위,중도,남자,48.0,서울,"사무직(회사원, 일반공무원 등)",800만원 이상,대학교 (4년제) 졸업,1.118
268.0,각종 의혹 해소,별로 관심이 없다,정의,상생,공정,부동산 안정,물가 및 서민 생활 안정,의료 등 복지 향상,경제 양극화 해소,고령화 저출산 문제 해결,지역 균형 발전,박근혜(18대),제2의 한강의 기적을 만들겠다,그렇지 않다,보통,그렇지 않다,그렇지 않다,하위,중도,여자,58.0,서울,전업 주부,200만원~300만원 미만,고등학교 졸업,0.87
269.0,각종 의혹 해소,별로 관심이 없다,정의,상생,안전,부동산 안정,물가 및 서민 생활 안정,부정부패 척결,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,고령화 저출산 문제 해결,문재인(19대),나라를 나라답게,그렇다,보통,보통,보통,중하위,중도,여자,53.0,경기,기타,200만원~300만원 미만,대학교 (4년제) 졸업,0.975
270.0,국민 통합,대체로 관심이 있다,통합,정의,공정,사회 불공정 타파,부정부패 척결,사회갈등 해소를 위한 국민 통합,고령화 저출산 문제 해결,창의적 인재 육성을 위한 교육 개혁,한반도 평화와 통일 프로세스 구축,박근혜(18대),경제,보통,보통,전혀 그렇지 않다,전혀 그렇지 않다,중위,매우 보수,여자,73.0,경기,전업 주부,500만원~600만원 미만,고등학교 졸업,1.019
271.0,각종 의혹 해소,대체로 관심이 있다,혁신,안전,회복,부정부패 척결,부동산 안정,물가 및 서민 생활 안정,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,없다,,보통,보통,그렇지 않다,보통,중위,중도,남자,37.0,인천,기술/기능직,500만원~600만원 미만,대학교 (4년제) 졸업,1.031
273.0,공약 실천 방안 마련,대체로 관심이 있다,정의,공정,평화,국제외교 및 남북관계 긴장 완화,출산율 제고와 양육 문제,부정부패 척결,경제 양극화 해소,고령화 저출산 문제 해결,한반도 평화와 통일 프로세스 구축,노무현(16대),진정으로 국민이 주인인 정치가 구현되어야 합니다,매우 그렇다,매우 그렇다,보통,매우 그렇다,하위,매우 보수,남자,33.0,부산,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.765
274.0,국민 통합,대체로 관심이 있다,통합,공정,상생,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,지역 균형 발전,지역 균형 발전,신규 일자리 창출,경제 양극화 해소,이명박(17대),대한민국 선진화,보통,그렇다,보통,보통,중위,중도,여자,63.0,대구,전업 주부,600만원~700만원 미만,대학교 (4년제) 졸업,2.0
275.0,국민 통합,대체로 관심이 있다,통합,공정,정의,사회갈등 해소를 위한 국민 통합,부동산 안정,일자리 창출 등 경제 활성화,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,경제 양극화 해소,박정희(5~9대),새마을사업을 이루고  고속도로를 건설하여 경제기축을 이루워  다함께 가난함에서 벗어나 부강한 나라를 건설하자,보통,보통,그렇다,그렇다,중위,보수,여자,69.0,경기,전업 주부,100만원~200만원 미만,고등학교 졸업,1.019
276.0,국가 비전 제시,매우 관심이 있다,상생,혁신,평화,물가 및 서민 생활 안정,부정부패 척결,지역 균형 발전,경제 양극화 해소,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",노무현(16대),반칙과 특권이 용납되는 시대는 이제 끝나야 합니다.정의가 패배하고 기회주의자가 득세하는 굴절된 풍토는 청산되어야 합니다.원칙을 바로 세워 신뢰사회를 만듭시다.정정당당하게 노력하는 사람이 성공하는 사회로 나아갑시다.정직하고 성실한 대다수 국민이 보람을 느끼게 해드려야 합니다.,그렇다,보통,그렇지 않다,보통,중상위,진보,남자,52.0,경기,전문직(준전문직 포함),800만원 이상,대학원 졸업,1.081
277.0,국가 비전 제시,매우 관심이 있다,정의,혁신,회복,사회 불공정 타파,정치 제도 개혁,부정부패 척결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,박정희(5~9대),경제발전,보통,보통,그렇지 않다,보통,중위,중도,남자,58.0,인천,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,"대학(2,3년제) 졸업",1.081
278.0,국가 비전 제시,대체로 관심이 있다,회복,공정,혁신,물가 및 서민 생활 안정,부동산 안정,의료 등 복지 향상,경제 양극화 해소,지역 균형 발전,고령화 저출산 문제 해결,박근혜(18대),기억남는 연설보다 그냥 좋아하는 대통령이였습니다.,보통,보통,그렇지 않다,그렇지 않다,중위,매우 보수,여자,45.0,울산,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,고등학교 졸업,1.231
279.0,국가 비전 제시,대체로 관심이 있다,통합,상생,혁신,부동산 안정,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,신성장동력 첨단기술 육성,경제 양극화 해소,신규 일자리 창출,없다,,보통,보통,그렇지 않다,보통,하위,보수,남자,41.0,서울,기술/기능직,300만원~400만원 미만,대학교 (4년제) 졸업,1.118
280.0,각종 의혹 해소,매우 관심이 있다,공정,정의,통합,국제외교 및 남북관계 긴장 완화,부정부패 척결,물가 및 서민 생활 안정,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,노무현(16대),통합,보통,그렇지 않다,그렇지 않다,보통,중위,중도,남자,65.0,경기,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,"대학(2,3년제) 졸업",1.143
281.0,각종 의혹 해소,별로 관심이 없다,회복,통합,공정,부동산 안정,물가 및 서민 생활 안정,사회 불공정 타파,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,경제 양극화 해소,없다,,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,보수,여자,47.0,경기,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,0.884
282.0,공약 실천 방안 마련,대체로 관심이 있다,공정,안전,상생,지역 균형 발전,부동산 안정,부정부패 척결,신성장동력 첨단기술 육성,정치적 갈등 해소방안 마련,창의적 인재 육성을 위한 교육 개혁,노무현(16대),정치부터 바뀌어야 합니다.진정으로 국민이 주인인 정치가 구현되어야 합니다.당리당략보다 국리민복을 우선하는 정치풍토가 조성되어야 합니다,그렇다,그렇다,그렇다,그렇다,중위,진보,남자,42.0,인천,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,0.784
283.0,국민 통합,대체로 관심이 있다,공정,통합,안전,의료 등 복지 향상,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,문재인(19대),사람이먼저다,보통,그렇다,보통,보통,중위,중도,여자,30.0,인천,전문직(준전문직 포함),300만원~400만원 미만,고등학교 졸업,1.292
284.0,각종 의혹 해소,전혀 관심이 없다,공정,인권,정의,부정부패 척결,사회 불공정 타파,물가 및 서민 생활 안정,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,정치적 갈등 해소방안 마련,노무현(16대),보통사람 상식이 통하는 사회,보통,그렇다,그렇지 않다,그렇지 않다,중하위,진보,여자,56.0,인천,전업 주부,300만원~400만원 미만,대학교 (4년제) 졸업,0.975
285.0,각종 의혹 해소,매우 관심이 있다,평화,안전,공정,부정부패 척결,일자리 창출 등 경제 활성화,부동산 안정,"차별, 혐오 등 사회 불평등 해소",한반도 평화와 통일 프로세스 구축,고령화 저출산 문제 해결,노무현(16대),부끄러운 줄 알아야지!,그렇지 않다,그렇지 않다,전혀 그렇지 않다,보통,중하위,중도,남자,25.0,전남,학생,100만원 미만,"대학(2,3년제) 졸업",2.2
286.0,국가 비전 제시,매우 관심이 있다,공정,평화,정의,부정부패 척결,정치 제도 개혁,물가 및 서민 생활 안정,경제 양극화 해소,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,문재인(19대),평화통일 안보.안전,그렇지 않다,보통,그렇지 않다,그렇다,중하위,진보,여자,51.0,전남,전문직(준전문직 포함),100만원~200만원 미만,대학교 (4년제) 졸업,0.923
287.0,공약 실천 방안 마련,대체로 관심이 있다,통합,공정,상생,정치 제도 개혁,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,"차별, 혐오 등 사회 불평등 해소",한반도 평화와 통일 프로세스 구축,경제 양극화 해소,박근혜(18대),"새 정부는 ‘경제부흥’과 ‘국민행복’, 그리고‘문화융성’을 통해 새로운 희망의 시대를 열어갈 것입니다.",보통,보통,보통,보통,중하위,중도,여자,34.0,부산,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.688
288.0,공약 실천 방안 마련,매우 관심이 있다,혁신,안전,상생,지역 균형 발전,출산율 제고와 양육 문제,의료 등 복지 향상,경제 양극화 해소,지역 균형 발전,고령화 저출산 문제 해결,문재인(19대),2017년 5월 10일 이날은 진정한 국민 통합이 시작된 날로 역사에 기록될 것입니다.,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,중상위,진보,남자,28.0,경기,학생,800만원 이상,대학교 (4년제) 졸업,0.74
289.0,국민 통합,대체로 관심이 있다,공정,상생,안전,지역 균형 발전,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,지역 균형 발전,창의적 인재 육성을 위한 교육 개혁,경제 양극화 해소,노무현(16대),잘 부탁합니다,그렇지 않다,보통,그렇지 않다,그렇지 않다,중하위,중도,여자,38.0,대구,자영업주(9인이하 고용),200만원~300만원 미만,대학교 (4년제) 졸업,0.875
290.0,국가 비전 제시,매우 관심이 있다,공정,정의,통합,사회갈등 해소를 위한 국민 통합,물가 및 서민 생활 안정,부정부패 척결,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,경제 양극화 해소,노무현(16대),반칙과 특권이 용납되는 시대는 이제 끝나야 합니다. 정의가 패배하고 기회주의자가 득세하는 굴절된 풍토는 청산되어야 합니다.,매우 그렇다,매우 그렇다,보통,매우 그렇다,중하위,중도,남자,49.0,전남,"사무직(회사원, 일반공무원 등)",600만원~700만원 미만,대학원 졸업,0.786
291.0,공약 실천 방안 마련,별로 관심이 없다,상생,회복,통합,부정부패 척결,사회 불공정 타파,지역 균형 발전,신성장동력 첨단기술 육성,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",없다,없음/무응답/기억안남,그렇다,그렇다,보통,그렇다,중위,진보,남자,48.0,인천,"관리직(기업체 부장이상 임원,고급공무원)",700만원~800만원 미만,대학교 (4년제) 졸업,0.784
292.0,국민 통합,매우 관심이 있다,공정,통합,정의,출산율 제고와 양육 문제,지역 균형 발전,부동산 안정,고령화 저출산 문제 해결,지역 균형 발전,경제 양극화 해소,박근혜(18대),창조경제 경제 민주화,그렇지 않다,보통,보통,그렇다,중상위,매우 보수,여자,60.0,경기,기타,600만원~700만원 미만,고등학교 졸업,1.019
293.0,국민 통합,매우 관심이 있다,공정,혁신,정의,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,부정부패 척결,신규 일자리 창출,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,이명박(17대),구카의균형발전,그렇다,보통,그렇다,그렇다,중하위,보수,남자,82.0,충남,자영업주(9인이하 고용),100만원~200만원 미만,고등학교 졸업,0.944
295.0,국가 비전 제시,대체로 관심이 있다,평화,안전,회복,물가 및 서민 생활 안정,부동산 안정,일자리 창출 등 경제 활성화,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",문재인(19대),공공재개발과 신주택의 과감한 부동산 공급을 하여 국민읕의 불안을 해소 함.,보통,보통,보통,그렇다,중하위,잘 모름,여자,64.0,경기,전업 주부,100만원~200만원 미만,대학교 (4년제) 졸업,1.019
296.0,국민 통합,대체로 관심이 있다,공정,정의,통합,부동산 안정,부정부패 척결,사회 불공정 타파,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",신성장동력 첨단기술 육성,문재인(19대),한번도 경험해 보지 못한 나라를 만들겠습니다.,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,중도,남자,52.0,서울,"관리직(기업체 부장이상 임원,고급공무원)",600만원~700만원 미만,대학교 (4년제) 졸업,0.905
297.0,국민 통합,대체로 관심이 있다,정의,통합,공정,일자리 창출 등 경제 활성화,부정부패 척결,사회 불공정 타파,정치적 갈등 해소방안 마련,경제 양극화 해소,한반도 평화와 통일 프로세스 구축,박정희(5~9대),확실히 기억나는 것은 없지만 경제도약에 대한 신념과  대북문제에 대한 확고한 대응.,그렇지 않다,보통,그렇지 않다,그렇지 않다,중상위,매우 보수,남자,68.0,경기,기술/기능직,400만원~500만원 미만,"대학(2,3년제) 졸업",1.143
298.0,국민 통합,별로 관심이 없다,통합,상생,회복,정치 제도 개혁,부정부패 척결,물가 및 서민 생활 안정,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,없다,,보통,그렇지 않다,보통,보통,중하위,중도,남자,28.0,서울,서비스직,200만원~300만원 미만,"대학(2,3년제) 졸업",0.87
299.0,국민 통합,별로 관심이 없다,공정,안전,통합,일자리 창출 등 경제 활성화,부정부패 척결,부동산 안정,신성장동력 첨단기술 육성,경제 양극화 해소,정치적 갈등 해소방안 마련,이명박(17대),경제성장,그렇지 않다,보통,보통,보통,중위,보수,여자,61.0,강원,전업 주부,500만원~600만원 미만,대학교 (4년제) 졸업,1.019
300.0,국가 비전 제시,대체로 관심이 있다,안전,공정,통합,부정부패 척결,물가 및 서민 생활 안정,사회 불공정 타파,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,없다,,그렇다,보통,보통,그렇다,중위,잘 모름,여자,51.0,경기,기술/기능직,400만원~500만원 미만,대학교 (4년제) 졸업,0.975
301.0,공약 실천 방안 마련,매우 관심이 있다,혁신,안전,상생,부정부패 척결,물가 및 서민 생활 안정,지역 균형 발전,지역 균형 발전,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,문재인(19대),사람이 먼저다,보통,보통,보통,보통,중하위,매우 진보,남자,48.0,서울,기술/기능직,500만원~600만원 미만,대학교 (4년제) 졸업,1.118
302.0,국가 비전 제시,매우 관심이 있다,인권,공정,혁신,의료 등 복지 향상,출산율 제고와 양육 문제,지역 균형 발전,지역 균형 발전,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",문재인(19대),국제 평화 및 균형 발전,그렇다,그렇다,보통,그렇다,중위,중도,여자,35.0,충남,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,1.0
303.0,국가 비전 제시,대체로 관심이 있다,공정,혁신,통합,부동산 안정,출산율 제고와 양육 문제,물가 및 서민 생활 안정,신성장동력 첨단기술 육성,"차별, 혐오 등 사회 불평등 해소",한반도 평화와 통일 프로세스 구축,김영삼(14대),독재정권을 타파하고 등장한 문민정부. 신한국이란 표현을 쓴 것,그렇다,그렇다,그렇지 않다,보통,중위,중도,여자,31.0,서울,서비스직,200만원~300만원 미만,대학교 (4년제) 졸업,0.905
305.0,공약 실천 방안 마련,별로 관심이 없다,경제,혁신,회복,부동산 안정,물가 및 서민 생활 안정,지역 균형 발전,경제 양극화 해소,지역 균형 발전,고령화 저출산 문제 해결,없다,없음/무응답/기억안남,보통,보통,그렇지 않다,그렇지 않다,중위,잘 모름,남자,33.0,대전,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,0.625
306.0,각종 의혹 해소,별로 관심이 없다,통합,안전,상생,부정부패 척결,물가 및 서민 생활 안정,부동산 안정,경제 양극화 해소,정치적 갈등 해소방안 마련,지역 균형 발전,노무현(16대),모든게 편하고 좋았던 기억이 납니다,보통,보통,그렇지 않다,보통,중위,중도,여자,53.0,경기,"관리직(기업체 부장이상 임원,고급공무원)",800만원 이상,고등학교 졸업,0.975
307.0,국가 비전 제시,매우 관심이 있다,인권,상생,공정,부동산 안정,지역 균형 발전,물가 및 서민 생활 안정,신규 일자리 창출,지역 균형 발전,경제 양극화 해소,노태우(13대),모두가 오늘 영광스러운 이 단상의 주인으로서 미래에 대한 자신감과 용기를 가지고 씩씩하게 그리고 단란하게 힘찬 전진의 발걸음을 내디딥시다.,보통,보통,그렇지 않다,그렇지 않다,중위,보수,남자,45.0,경기,기술/기능직,700만원~800만원 미만,대학원 졸업,0.784
308.0,국가 비전 제시,별로 관심이 없다,공정,정의,안전,지역 균형 발전,출산율 제고와 양육 문제,입시 제도 등 교육 개혁,지역 균형 발전,고령화 저출산 문제 해결,창의적 인재 육성을 위한 교육 개혁,김영삼(14대),한국병을 앓고 있습니다 이대로는 안됩니다,보통,보통,전혀 그렇지 않다,그렇지 않다,중하위,진보,여자,60.0,경북,서비스직,100만원~200만원 미만,대학교 (4년제) 졸업,2.0
309.0,공약 실천 방안 마련,전혀 관심이 없다,공정,정의,평화,사회 불공정 타파,부동산 안정,물가 및 서민 생활 안정,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,지역 균형 발전,김대중(15대),이 정부는 국민의 힘에 의해 이루어진 참된 국민의 정부라는 것을 저는 이 자리에서 4천5백만 국민앞에 선언하는 바입니다.,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,그렇지 않다,중위,진보,여자,32.0,경기,기술/기능직,300만원~400만원 미만,대학교 (4년제) 졸업,1.292
310.0,국가 비전 제시,매우 관심이 있다,혁신,회복,통합,일자리 창출 등 경제 활성화,정치 제도 개혁,부정부패 척결,경제 양극화 해소,정치적 갈등 해소방안 마련,지역 균형 발전,노무현(16대),"1.정치개혁; 당리당략보다 국리민복, 대결과 갈등보다 대화와 타협,대통령부터 야당과 대화 타협하겠음2.제2의 과학기술 입국3.부정부패, 지방분권, 국민통합, 양성평등",그렇다,그렇다,그렇다,그렇다,중위,중도,남자,66.0,경북,"관리직(기업체 부장이상 임원,고급공무원)",500만원~600만원 미만,대학교 (4년제) 재학,0.773
311.0,공약 실천 방안 마련,매우 관심이 있다,공정,안전,평화,일자리 창출 등 경제 활성화,부정부패 척결,출산율 제고와 양육 문제,고령화 저출산 문제 해결,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,문재인(19대),국민과 눈높이 같이하겠다,보통,그렇다,보통,보통,중위,중도,여자,62.0,제주,전업 주부,100만원~200만원 미만,고등학교 졸업,0.852
312.0,공약 실천 방안 마련,대체로 관심이 있다,회복,공정,정의,지역 균형 발전,물가 및 서민 생활 안정,의료 등 복지 향상,창의적 인재 육성을 위한 교육 개혁,지역 균형 발전,신성장동력 첨단기술 육성,김대중(15대),국민이 주인이다.,보통,그렇다,그렇다,그렇다,중위,중도,여자,69.0,강원,자영업주(9인이하 고용),800만원 이상,고등학교 졸업,1.019
313.0,국민 통합,매우 관심이 있다,통합,상생,안전,의료 등 복지 향상,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,노무현(16대),권위탈피,그렇지 않다,보통,보통,보통,중하위,중도,남자,68.0,경북,기타,300만원~400만원 미만,대학원 졸업,0.773
314.0,공약 실천 방안 마련,대체로 관심이 있다,회복,정의,공정,물가 및 서민 생활 안정,부동산 안정,사회갈등 해소를 위한 국민 통합,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,고령화 저출산 문제 해결,문재인(19대),결과는 정의로울 것이다,보통,보통,보통,보통,중위,진보,여자,36.0,서울,"사무직(회사원, 일반공무원 등)",200만원~300만원 미만,대학교 (4년제) 졸업,0.905
315.0,국가 비전 제시,별로 관심이 없다,회복,공정,정의,일자리 창출 등 경제 활성화,부동산 안정,물가 및 서민 생활 안정,신규 일자리 창출,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",없다,,보통,그렇지 않다,전혀 그렇지 않다,그렇지 않다,중하위,중도,여자,24.0,경북,무직/실업상태,300만원~400만원 미만,대학교 (4년제) 졸업,2.0
316.0,국가 비전 제시,대체로 관심이 있다,통합,혁신,평화,일자리 창출 등 경제 활성화,국제외교 및 남북관계 긴장 완화,사회갈등 해소를 위한 국민 통합,신성장동력 첨단기술 육성,한반도 평화와 통일 프로세스 구축,"차별, 혐오 등 사회 불평등 해소",문재인(19대),검찰개혁,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,중하위,진보,여자,66.0,서울,전업 주부,100만원 미만,대학교 (4년제) 졸업,1.143
317.0,공약 실천 방안 마련,별로 관심이 없다,회복,안전,상생,지역 균형 발전,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,경제 양극화 해소,고령화 저출산 문제 해결,지역 균형 발전,없다,,보통,그렇다,그렇지 않다,그렇지 않다,중위,잘 모름,여자,36.0,경기,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,"대학(2,3년제) 졸업",1.292
318.0,각종 의혹 해소,별로 관심이 없다,회복,혁신,안전,일자리 창출 등 경제 활성화,사회갈등 해소를 위한 국민 통합,출산율 제고와 양육 문제,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,한류 문화 활성화,이명박(17대),경제를 발전시키고 사회를 통합하겠습니다,보통,보통,보통,보통,중위,중도,여자,70.0,경기,전업 주부,600만원~700만원 미만,고등학교 졸업,1.019
319.0,공약 실천 방안 마련,대체로 관심이 있다,공정,정의,안전,부동산 안정,정치 제도 개혁,물가 및 서민 생활 안정,고령화 저출산 문제 해결,경제 양극화 해소,신성장동력 첨단기술 육성,노무현(16대),이제 우리 미래는 한반도에 갇혀 있을 수 없습니다.,그렇다,매우 그렇다,보통,그렇다,중위,중도,남자,33.0,경기,전문직(준전문직 포함),400만원~500만원 미만,대학교 (4년제) 졸업,1.031
320.0,국민 통합,대체로 관심이 있다,통합,공정,혁신,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,사회 불공정 타파,신규 일자리 창출,고령화 저출산 문제 해결,신성장동력 첨단기술 육성,없다,,그렇지 않다,그렇다,보통,그렇지 않다,중위,중도,남자,60.0,서울,서비스직,300만원~400만원 미만,대학교 (4년제) 졸업,1.35
321.0,공약 실천 방안 마련,별로 관심이 없다,공정,회복,상생,물가 및 서민 생활 안정,부동산 안정,출산율 제고와 양육 문제,경제 양극화 해소,지역 균형 발전,신규 일자리 창출,김영삼(14대),더불어 풍요롭게 사는 공동체,보통,보통,그렇지 않다,그렇다,중하위,중도,남자,41.0,부산,서비스직,300만원~400만원 미만,고등학교 졸업,0.941
322.0,각종 의혹 해소,매우 관심이 있다,정의,상생,평화,사회갈등 해소를 위한 국민 통합,물가 및 서민 생활 안정,부동산 안정,경제 양극화 해소,신성장동력 첨단기술 육성,한류 문화 활성화,노무현(16대),우리 국민이 힘을 합치면 못할 것이 없습니다.,그렇다,그렇다,보통,그렇다,중상위,보수,남자,45.0,서울,자영업주(9인이하 고용),400만원~500만원 미만,대학교 (4년제) 졸업,1.118
323.0,국민 통합,매우 관심이 있다,평화,정의,상생,부동산 안정,일자리 창출 등 경제 활성화,지역 균형 발전,한반도 평화와 통일 프로세스 구축,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",문재인(19대),한반도평화와비전,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,중위,매우 진보,남자,34.0,충남,서비스직,600만원~700만원 미만,고등학교 졸업,0.625
324.0,국가 비전 제시,대체로 관심이 있다,정의,공정,안전,물가 및 서민 생활 안정,부동산 안정,부정부패 척결,경제 양극화 해소,정치적 갈등 해소방안 마련,신규 일자리 창출,문재인(19대),주태안정,그렇지 않다,그렇지 않다,보통,보통,하위,중도,여자,64.0,서울,무직/실업상태,100만원 미만,고등학교 졸업,1.143
